id,User,Date,Tweet
457,officialABAT,2019-02-14 16:28:41+00:00,"9.Look, I have made no attempts to hide my friendship with Atiku. We were friends before this election and hopefully we will be friends after February 16 when he goes into retirement."
458,officialABAT,2019-02-14 16:28:40+00:00,8.But Atiku goes in the opposite direction. He bypasses patronage to brazenly elevate the much greater evil of cronyism from the shadows to make it the central plank of his national economic policy.
459,officialABAT,2019-02-14 16:28:40+00:00,"7.Just a few weeks ago, Atiku offered his vision of the economy when he said that enriching his friends would be an appropriate objective of any government he led. At best, patronage is a regrettable and necessary reality of politics that should be severely curtailed."
460,officialABAT,2019-02-14 16:28:40+00:00,6.Former VP Atiku misappropriated his eight previous years in high office. His occupancy of high office was best characterized by low deeds. Self-enrichment occurred at lightning speed but social welfare moves slower than a dousing snail.
461,officialABAT,2019-02-14 16:28:39+00:00,"5.Since walking backwards has never appeared to me as an efficient or responsible way for a person to proceed, let alone for a nation to surmount the difficult obstacles that nations must overcome, I cannot find much good in the policies and programs announced by the PDP."
462,officialABAT,2019-02-14 16:28:39+00:00,"4.This election is more than a contest between two men, President Muhammadu Buhari and former VP Atiku Abubakar, for that one exalted chair. The election is nothing less than a historic encounter pitting one vision and version of our future against another."
463,officialABAT,2019-02-14 16:28:38+00:00,"3.The other road provides the truest, brightest chance for us to enter into our hopeful future but only if we are brave enough to believe in our capacity to improve our nation."
464,officialABAT,2019-02-14 16:28:38+00:00,https://t.co/dTOVdUt6iw road leads to a certain replay of the economic injustices of the past. It is a road well-worn with familiar pitfalls and setbacks built into the very nature of it.
465,officialABAT,2019-02-14 16:28:38+00:00,https://t.co/71ocQnWlK8 you vote on that day will determine whether we walk into the future in a manner that guides our subsequent steps toward the national greatness that calls to us or will we walk into it backwards as if feebly trying to reinvent the past.
466,officialABAT,2019-02-14 16:28:37+00:00,"A CHOICE BETWEEN PROGRESS AND RETREAT
 
The future is uncertain until we enter it. February 16 is Election Day and on that day Nigeria shall step into its future."
467,officialABAT,2019-02-13 10:09:47+00:00,"I Remain Gidigba in APC’ Despite Ogun Attack

https://t.co/xL52G69iwa"
468,officialABAT,2019-02-09 16:54:43+00:00,"2.With TSA, you know the country’s savings, you know the money in the bank, which the government is sharing on capital projects like railways and Road construction and on payment of salaries and other things. When o will you trust with your money?."
469,officialABAT,2019-02-09 16:54:42+00:00,"1.PDP came with Sure-P, Chop-P abi? What did they do with the money? They chopped the money. Now, Buhari came and introduced TSA."
470,officialABAT,2019-02-03 20:24:10+00:00,"https://t.co/sMRZO02SzZ know when Lagos sneezes, other areas catch cold. We are happy that we are able to resolve the conflict and things will start moving well going forward."""
471,officialABAT,2019-02-03 20:24:08+00:00,5.We thank the Speaker and the leadership of the House. We thank the Governor and the Deputy Governor. They have all demonstrated respect for the party leadership in Lagos.
472,officialABAT,2019-02-03 20:24:08+00:00,4.There is no impeachment. Let there be more communication and consensus-building and understanding. All these are inbuilt in the democratic system.
473,officialABAT,2019-02-03 20:24:07+00:00,"3.We examined the grievances on both sides. As leaders, we also looked into areas where there has to be compromise. In order to build institutions and encourage consensus-building, we have to do what is right."
474,officialABAT,2019-02-03 20:24:06+00:00,"2.This is of great concern to us. We looked at the source of the conflict, which is normal in a democracy, and that is why there are also conflict-resolution mechanisms."
475,officialABAT,2019-02-03 20:24:04+00:00,"1.We held a meeting on behalf of entire Lagosians. In the last one week or so, there has been some talk about a conflict between the Executive and the Legislature in Lagos."
476,officialABAT,2019-02-03 20:24:04+00:00,"Lagos APC Leaders Resolve Impeachment Crisis - Sunday 3rd February, 2019"
477,officialABAT,2019-01-29 18:10:37+00:00,"25. “Dare Atiku say what is really upsetting him and what he really is hiding in his attempt to cloak his lifetime of undemocratic reckonings in the swaddling of this much too belated democratic second birth he now claims for himself”.

Asiwaju Bola Tinubu
January 29, 2019."
478,officialABAT,2019-01-29 18:10:36+00:00,"24. “Atiku claims to be a democrat and defender of democracy, but where was he, his voice and action during Abacha’s suffocating maximum rule? Was he not a member and cheer-leader of one of the five Abacha parties aptly described then as five leprous fingers of Abacha?"
479,officialABAT,2019-01-29 18:10:36+00:00,"23. By doing so, this allows for the case to move forward without the CCT or others fearing the CJN might use his position to unduly interfere with proceedings.If the CJN is exonerated, then he will return to his position.If not exonerated, then a permanent discipline awaits him."
480,officialABAT,2019-01-29 18:10:35+00:00,"22. Nothing has been taken from the CJN that cannot be restored if the facts warrant such restoration. Thus, President Buhari conditionally suspended the CJN."
481,officialABAT,2019-01-29 18:10:35+00:00,21. “It is ironic that Atiku of all people throw such darts at President Buhari. Buhari actually exercised considerable restraint in this matter. He has reasonably balanced concerns about the integrity of the judiciary with concerns for the individual rights of the accused.
482,officialABAT,2019-01-29 18:10:35+00:00,"20. However, for Atiku to state that the CJN should remain on seat while credible and grave charges swirl around him is to put the entire workings of the Supreme Court under a heavy cloud."
483,officialABAT,2019-01-29 18:10:34+00:00,"19. Should the charges show themselves to be wrong or unproven, the CJN will be automatically reinstated as the head of the Nigerian judiciary."
484,officialABAT,2019-01-29 18:10:34+00:00,18. What he has done is to have the CJN temporarily get out of his chair so that the serious matters against him can be heard by someone other than himself.
485,officialABAT,2019-01-29 18:10:33+00:00,"17. Thus, your recourse to saying that the president violated the constitutional provision regarding the removal of a CJN is inaccurate in that Buhari never intended to remove the CJN."
486,officialABAT,2019-01-29 18:10:33+00:00,"16. If justice was your goal, you would acknowledge that the CJN has only been temporarily suspended not permanently removed."
487,officialABAT,2019-01-29 18:10:33+00:00,15. You and your advisors should know and recognize the vast legal difference between “suspension” and “removal.” Yet you persist in conflating the two in what you say is a pursuit of justice. While true you may be in pursuit of something. It is not justice.
488,officialABAT,2019-01-29 18:10:32+00:00,"14. “Strange that you would choose to depict the current situation so inaccurately as to stir emotions unduly. You claim that CJN Onnoghen has been removed. However, this is not so. He has been temporarily suspended."
489,officialABAT,2019-01-29 18:10:32+00:00,"13. Instead of repenting for rigging at least five states too many, your expressed regret was that you had not rigged enough; that you rigged one state less than the complete mauling of democracy your party and your principal had mandated."
490,officialABAT,2019-01-29 18:10:32+00:00,12. Your love for democracy is such that you were recently observed apologising to the PDP for not rigging the Lagos 2003 gubernatorial polls as you did the polls in the other Southwestern states.
491,officialABAT,2019-01-29 18:10:31+00:00,11. “You now speak of democracy and the need for executive restraint. But such verbal finery never crossed your lips or traversed your pen when you and Obasanjo improperly removed Senate Presidents.
492,officialABAT,2019-01-29 18:10:31+00:00,10. You also readily sacrificed the economic development and welfare of millions of innocent people in Lagos just to gain some illicit political advantage that proved to be fleeting and of no avail to you in the end.
493,officialABAT,2019-01-29 18:10:30+00:00,"9. Instead, you gladly and without dispute joined Obasanjo in utter disregard for these unambiguous legal verdicts. In so doing, you demeaned the rule of law."
494,officialABAT,2019-01-29 18:10:30+00:00,"8. When you lorded over Nigeria in tandem with President Obasanjo, there were myriad court orders mandating that your government render to Lagos state the funds due it to improve the lives of its millions of inhabitants."
495,officialABAT,2019-01-29 18:10:30+00:00,7. “His previous life of over seventy years was one of skirting democracy and of blatant impunity in attempting to enshrine reactionary government and installing an unjust political economy on the backs of the people
496,officialABAT,2019-01-29 18:10:29+00:00,"6. If all of his life has been dedicated to support for democracy, then he is far too young to run for president; however, I must congratulate him for having somehow managed to find or begin a second life."
497,officialABAT,2019-01-29 18:10:29+00:00,"5. In the statement, he claims to have dedicated all his life to the defense of democracy. Those of you who know him, and even those who don’t, know this is not true."
498,officialABAT,2019-01-29 18:10:28+00:00,4. Atiku thinks the piece exalts him. Instead it evinces his penchant for wilful misstatement that make him unfit for the office he now seeks and has always coveted.
499,officialABAT,2019-01-29 18:10:28+00:00,"3. I encourage everyone to read it. In its disregard for the truth and patent misrepresentations, it will go down in political history as a classic of self-incrimination."
500,officialABAT,2019-01-29 18:10:28+00:00,"2. “The PDP’s presidential candidate, former Vice President Atiku, recently made comments regarding suspension of CJN Onnoghen. Atiku’s release is entitled “State of the nation address”."
501,officialABAT,2019-01-29 18:10:27+00:00,"1. “REPLY TO ATIKU’S STATE OF THE NATION”.

https://t.co/mOw5J1t0D5"
502,officialABAT,2019-01-29 17:42:35+00:00,"20.However, for Atiku to state that the CJN should remain on seat while credible and grave charges swirl around him is to put the entire workings of the Supreme Court under a heavy cloud."
503,officialABAT,2019-01-29 17:42:34+00:00,"19.Should the charges show themselves to be wrong or unproven, the CJN will be automatically reinstated as the head of the Nigerian judiciary."
504,officialABAT,2019-01-29 17:42:34+00:00,18.What he has done is to have the CJN temporarily get out of his chair so that the serious matters against him can be heard by someone other than himself.
505,officialABAT,2019-01-29 17:42:33+00:00,"16. Thus, your recourse to saying that the president violated the constitutional provision regarding the removal of a CJN is inaccurate in that Buhari never intended to remove the CJN."
506,officialABAT,2019-01-29 17:42:33+00:00,"15. If justice was your goal, you would acknowledge that the CJN has only been temporarily suspended not permanently removed."
507,officialABAT,2019-01-29 17:42:32+00:00,"14. Strange that you would choose to depict the current situation so inaccurately as to stir emotions unduly. You claim that CJN Onnoghen has been removed. However, this is not so. He has been temporarily suspended."
508,officialABAT,2019-01-29 17:42:32+00:00,13. A few weeks ago in a televised broadcast you even revealed to the people that your official policy envisioned the base enrichment of your friends should you achieve the presidency.
509,officialABAT,2019-01-29 17:42:32+00:00,"12. Regarding such a destructive love as this, I am sure democracy and fair elections would rather do without."
510,officialABAT,2019-01-29 17:42:31+00:00,"11. Instead of repenting for rigging at least five states too many, your expressed regret was that you had not rigged enough; that you rigged one state less than the complete mauling of democracy your party and your principal had mandated."
511,officialABAT,2019-01-29 17:42:31+00:00,10. Your love for democracy is such that you were recently observed apologising to the PDP for not rigging the Lagos 2003 gubernatorial polls as you did the polls in the other Southwestern states.
512,officialABAT,2019-01-29 17:42:30+00:00,9. You also readily sacrificed the economic development and welfare of millions of innocent people in Lagos just to gain some illicit political advantage that proved to be fleeting and of no avail to you in the end.
513,officialABAT,2019-01-29 17:42:30+00:00,"8. Instead, you gladly and without dispute joined Obasanjo in utter disregard for these unambiguous legal verdicts. In so doing, you demeaned the rule of law."
514,officialABAT,2019-01-29 17:42:29+00:00,"7. When you lorded over Nigeria in tandem with President Obasanjo, there were myriad court orders mandating that your government render to Lagos state the funds due it to improve the lives of its millions of inhabitants."
515,officialABAT,2019-01-29 17:42:29+00:00,"6. In his address, he claims the nation has entered a difficult moment. To my dear and good friend Atiku, I say the difficulty is not so much with the moment but with your memory."
516,officialABAT,2019-01-29 17:42:28+00:00,5. His previous life of over seventy years was one of skirting democracy and of blatant impunity in attempting to enshrine reactionary government and installing an unjust political economy on the backs of the people.
517,officialABAT,2019-01-29 17:42:28+00:00,"4. Did he even have the courage to visit his mentor, late Major General Shehu Musa Yar Ádua, in jail for fear of Abacha stopping him from running for the governorship of Adamawa?"
518,officialABAT,2019-01-29 17:42:27+00:00,"3. “Where was he (Atiku), his voice and action during Abacha’s suffocating maximum rule? Was he not a member and cheer-leader of one of the five Abacha parties aptly described then as five leprous fingers of Abacha?"
519,officialABAT,2019-01-29 17:42:27+00:00,2. it will go down in political history as a classic of self-incrimination. Atiku thinks the piece exalts him. Instead it evinces his penchant for wilful misstatement that make him unfit for the office he now seeks and has always coveted.
520,officialABAT,2019-01-29 17:42:26+00:00,"1. “The PDP’s presidential candidate, former Vice President Atiku, recently made comments regarding suspension of CJN Onnoghen. Atiku’s release is entitled “State of the nation address”."
521,officialABAT,2019-01-23 12:05:30+00:00,"The rest are afraid of him because he has what they don’t have: character, integrity, honesty, transparency and dedication to the wellbeing of the people."
522,officialABAT,2019-01-23 12:05:29+00:00,"Asiwaju at the APC rally In Sokoto today:

“President Buhari is building a good foundation for Nigeria. Under Buhari’s watch, our country is moving in the right direction..."
523,officialABAT,2019-01-22 12:50:25+00:00,"Tinubu Bombs Obasanjo, Says Ex-president’s Ways Not Those of APC
*Calls Obasanjo rigger without peer

https://t.co/7ZI5wOpu23"
524,officialABAT,2019-01-22 12:47:15+00:00,"25.“Obasanjo thinks he is more than the greatest Nigerian. He thinks himself greater than Nigeria itself. Unless he is allowed to lead the procession, he will groan, grouse and grit."
525,officialABAT,2019-01-22 12:47:15+00:00,"24.If he cannot be president, then the president better carve from his office a special room for Obasanjo."
526,officialABAT,2019-01-22 12:47:15+00:00,"https://t.co/flPVJtf0rJ hook, crook or utter fantasy, Obasanjo seeks to return to Aso Villa, not as an irritating, importuning guest but as a long-term resident. He wants to be back in control."
527,officialABAT,2019-01-22 12:47:14+00:00,22.The Transcorp conglomerate was intended to be a throwback to monopolistic enterprises such as the East Indian Company wherein a select handful would control the national economy’s strategic heights.
528,officialABAT,2019-01-22 12:47:14+00:00,21.The Transcorp conglomerate was intended to be a throwback to monopolistic enterprises such as the East Indian Company wherein a select handful would control the national economy’s strategic heights.
529,officialABAT,2019-01-22 12:47:13+00:00,20.turning what should be a modern economy into a version of the mammoth trading companies that dominated the 17th and 18th century.
530,officialABAT,2019-01-22 12:47:13+00:00,"19.He could have placed the economy on the path to durable growth and shared prosperity through diversification, industrialization and creation of a social safety net for the poor. Instead, he handed the economy over to a tight group of cronies..."
531,officialABAT,2019-01-22 12:47:12+00:00,18.“He tried to convert our young democracy into a one party state. His PDP boasted that they would rule for 60 uninterrupted years. Never did they boast that they would govern us well during even one year of the sixty.
532,officialABAT,2019-01-22 12:47:12+00:00,17.There was no one who came into his company for any period of time with whom he did not fall out if he expresses a thought contrary to one of his.
533,officialABAT,2019-01-22 12:47:11+00:00,"16.“Instead of being a unifying figure as Commander-in-chief, he lowered himself to being a divisive, vindictive conniver. There was no table which he neared that he did not upset and overturn."
534,officialABAT,2019-01-22 12:47:11+00:00,"15.Everyone wanted Nigeria to succeed after emerging from years of noxious military rule. Despite the flawed exercise that rendered him president, we all bit our tongues in hope that he would say and do the right things that would move Nigeria forward."
535,officialABAT,2019-01-22 12:47:10+00:00,14.“This man should have positioned himself to be the father of the nation. All the goodwill that could be granted a political figure was bestowed on him.  The global economy was such that it fueled our growth.
536,officialABAT,2019-01-22 12:47:10+00:00,13.He was handed Nigeria on a silver platter; perhaps because Nigeria was so easily given that he went about treating the nation as if it was a less than precious thing; he thought it was a cheap give-away not a privilege to govern this nation.
537,officialABAT,2019-01-22 12:47:09+00:00,"12.“Moreover, Chief Obasanjo should be the last to complain about election rigging. His administration was an unalloyed miscarriage of justice and of the best aspirations of the Nigerian people. We all know he was not elected in 1999."
538,officialABAT,2019-01-22 12:47:09+00:00,"11.This is because Obasanjo is projecting onto the APC the misconduct he would wrought if still in power. Yet, the ways of Obasanjo are not those of the APC. And this difference has meant the better for Nigeria."
539,officialABAT,2019-01-22 12:47:09+00:00,10.This election will be a free and open exercise of the people’s right to choose their leaders. Obasanjo makes fiery allegations against this right but offers no corroborating evidence; he presents only reams of words
540,officialABAT,2019-01-22 12:47:08+00:00,9.Perhaps all three are facets of his makeup and were equally on display in his latest prosaic display.
541,officialABAT,2019-01-22 12:47:08+00:00,"8.His recent contribution to our political discourse wherein he alleges plots to steer the coming elections shows he benefits from an exceedingly faulty memory, is purely shameless or has a most wicked sense of humor."
542,officialABAT,2019-01-22 12:47:07+00:00,"7.Tinubu’s riposte personally signed by him is titled “CHIEF OBASANJO – AT WAR AGAINST HIS OWN DEEDS”.
It is as follows: “Former President Obasanjo is many things to many people; but he is all things unto himself."
543,officialABAT,2019-01-22 12:47:07+00:00,"6.Even the late President Umaru Musa Yar ‘Adua admitted he was the beneficiary of a flawed election engineered by none other than today’s vociferous complainant,” he said."
544,officialABAT,2019-01-22 12:47:06+00:00,5.“There is no election which occurred under Obasanjo’s watch or in which he participated that did not involve cheating on his part.
545,officialABAT,2019-01-22 12:47:06+00:00,"4.“Yet, the ways of Obasanjo are not those of the APC. And this difference has meant the better for Nigeria,” Tinubu said in the strongly-worded letter.
Asiwaju described the former president as an election rigger without peer."
546,officialABAT,2019-01-22 12:47:05+00:00,"3.former Lagos governor and Co-Chair of the All Progressives Congress Presidential Campaigns, Asiwaju Bola Tinubu, said Obasanjo was projecting on to the APC the misconduct he would perpetrate if still in power."
547,officialABAT,2019-01-22 12:47:05+00:00,"2.More criticisms came the way of former president Olusegun Obasanjo over his satanic letter where he chastised President Muhammadu Buhari and his administration, claiming the president was preparing to rig the 2019 poll.
In his response to the letter on Tuesday..."
548,officialABAT,2019-01-22 12:47:04+00:00,"1. Tinubu Bombs Obasanjo, Says Ex-president’s Ways Not Those of APC
*Calls Obasanjo rigger without peer."
549,officialABAT,2019-01-08 12:35:48+00:00,"THE FULL STATEMENT:

https://t.co/wo2HyB3nLw"
550,officialABAT,2019-01-08 12:35:47+00:00,22.We do this not for personal accolades. We do this not merely to reelect a party member. We do this because it is the best thing for Nigeria.
551,officialABAT,2019-01-08 12:35:47+00:00,"21.“Consequently, the members of the APC presidential campaign council accept our respective assignments as both high honor and heavy responsibility. We will work diligently to reelect President Buhari."
552,officialABAT,2019-01-08 12:35:47+00:00,"20.We should not reward him by giving him another eight years because the more he feeds, the stronger his hunger grows."
553,officialABAT,2019-01-08 12:35:46+00:00,19.“That government had so much money at its disposal and that is exactly what it did. It disposed of the money yet failed to treat the poor or build for the future. Atiku laid waste to the national treasury for eight long years. That is enough for one lifetime.
554,officialABAT,2019-01-08 12:35:46+00:00,18.Atiku had his chance to shine as VP when he controlled the privatization program of the Obasanjo government. He abused this assignment. He helped squander billions of dollars on power generation that did nothing but extend our national the darkness.
555,officialABAT,2019-01-08 12:35:45+00:00,17.“We cannot afford a President whose ways and mind is a maze of contradicting urges and colliding desires. This shows he has no vision for the nation and no guiding principles except the naked pursuit of power for the naked use of that power.
556,officialABAT,2019-01-08 12:35:45+00:00,"16.His compass has four needles pointing in different directions as the same time. He knows of no direction to take. President Buhari’s word is his bond. When Atiku speaks, it is to give you the slip."
557,officialABAT,2019-01-08 12:35:45+00:00,"15.“When Buhari says “yes” or “no,” you know where he stands. He means what he says, no more, no less. With Atiku things are more nuanced. When Atiku speaks, he may mean “yes,” “no,” “maybe,” I don’t know,” “come back tomorrow,” “all the above,” or “none of the above.”"
558,officialABAT,2019-01-08 12:35:44+00:00,14.“The character of the two candidates cannot be more distinct. President Buhari is a straight and honest man. Leave a naira on the table with Buhari in the room. You will find the naira on the table when you return.
559,officialABAT,2019-01-08 12:35:44+00:00,"13.the PDP remains vested in the ways of corrupt governance and arrogant disregard for the public. For them, the unjust past is not just the object of their dreams; it is their sole destination."
560,officialABAT,2019-01-08 12:35:44+00:00,"12.“On the other hand, the PDP pushes toward a future that takes the nation back to the malpractices of the past. Blind to the possibilities of a better day and afraid of the equality that true reform will bring..."
561,officialABAT,2019-01-08 12:35:43+00:00,11.We build a Nigeria where government leads the nation but does not rule over the people.
562,officialABAT,2019-01-08 12:35:43+00:00,10. Let all Nigerians be given the genuine opportunity to realize their full potential and contribute to this nation and their own lives as much as their talents and willpower permits of them.
563,officialABAT,2019-01-08 12:35:43+00:00,9.We seek not only growth but also a fair and just allocation to all segments of society of the harvest of our national endeavors. Let no Nigerian be forever trapped in poverty and despair.
564,officialABAT,2019-01-08 12:35:42+00:00,8.The APC seeks a better Nigeria by reforming our institutions of governance that these institutions may better implement policies engendering dynamic economy development.
565,officialABAT,2019-01-08 12:35:42+00:00,7.“This election concerns more than two competing personalities and political parties. It is a contest between two different visions for the country and the futures these visions portend.
566,officialABAT,2019-01-08 12:35:41+00:00,https://t.co/wquNrC6GEk is a great honor and responsibility he has given us. We dare not let him down because doing so would also let down the nation.
567,officialABAT,2019-01-08 12:35:41+00:00,5.“I think I can speak for all members of the campaign council that we accept the assignments given by the President with devotion and a firm commitment to perform to our utmost the individual and collective tasks given.
568,officialABAT,2019-01-08 12:35:41+00:00,"4. In his straightforward manner, he outlined the achievements of his administration, reminding the nation of the pillars of progressive governance and of our party."
569,officialABAT,2019-01-08 12:35:40+00:00,"3.“The 2019 APC Presidential Campaign Council has been inaugurated by President Buhari. In his speech at the inaugural meeting, he did more than offer us guidance on the campaign."
570,officialABAT,2019-01-08 12:35:40+00:00,"2. “We Accept President Buhari’s Assignment,” signed by Asiwaju Tinubu and released on Tuesday in Abuja, he said the Peoples Democratic Party should not be allowed to return to power and “return to the days where they rule the nation like overlords.”"
571,officialABAT,2019-01-08 12:35:39+00:00,"1.We Have Accepted Your Assignment, Tinubu Tells Buhari, Says Campaign Council Won’t Let Nation Down"
572,officialABAT,2019-01-03 19:39:32+00:00,"Tinubu Pays Condolence Visit to Late Shagari’s Family

https://t.co/uNKOHM3Ubf"
573,officialABAT,2019-01-03 19:36:59+00:00,"Tinubu Pays Condolence Visit to Late Shagari’s Family.

https://t.co/uNKOHM3Ubf"
574,officialABAT,2018-12-05 13:13:44+00:00,"24. * Keynote address by All Progressives Congress National Leader, Asiwaju Bola Ahmed Tinubu, at the National Consultative Forum by the National Committee of Buhari Support Groups at NICON Luxury Hotel, Abuja on Tuesday, December 4, 2018."
575,officialABAT,2018-12-05 13:09:30+00:00,"23. While President Buhari worries himself daily about the plight of our people, Atiku and the PDP feast of their desire for power just for the sake of having power. They care not so they will do not."
576,officialABAT,2018-12-05 13:09:10+00:00,"22. Over 12 million of our people have been touched by the benevolent hand of social welfare and enterprise development. As such, our President has been father to many."
577,officialABAT,2018-12-05 13:09:01+00:00,21. The stipends too have rescued many families from the direst poverty. Giving a caring parent the ability to put some food on the table in front of their loving children brings a solace beyond anything words can describe.
578,officialABAT,2018-12-05 13:05:37+00:00,"20. To improve road access, we need to expand the model of using the NSIA to fund the repair of strategic roads. On port access, an alternative access to Apapa is desirable (by developing Tin Can Road, Inland Waterways and Rail System)."
579,officialABAT,2018-12-05 13:04:42+00:00,19. The Quran is not fighting the Bible nor is the Bible fighting the Quran. They are both manuals of peace and brotherly love.
580,officialABAT,2018-12-05 13:04:31+00:00,18. This is how a real government goes about the business of the people. President Buhari is the first president we have who has recognized the full impact climate change has throughout Nigeria. For the herder crisis is not a story of religious conflict.
581,officialABAT,2018-12-05 13:02:24+00:00,"17. ...  If given a second chance at the national till, he will consume all he did not take the first go around."
582,officialABAT,2018-12-05 13:02:06+00:00,"16. Through plotting contrived sales of national assets to himself, Atiku sought to turn half of Nigeria into his own private property. He sought to run off with the goose that laid the golden egg while simultaneously staying put in order to milk dry the national cow."
583,officialABAT,2018-12-05 13:01:51+00:00,15. This is what the coming election is about. They claim to be a “reformed PDP” then they select as their candidate Obasanjo’s VP who took the term “privatization” to its literal extreme.
584,officialABAT,2018-12-05 13:01:08+00:00,14. ...we are entitled to wonder into whose ear does Obasanjo now whisper his support for Atiku’s venal cause?
585,officialABAT,2018-12-05 13:00:51+00:00,"13. Just look at his relationship with his former boss, Obasanjo. At one point, the one despised the other. Obasanjo said he had asked God not to allow Atiku to become President. If Obasanjo once asked God to prevent Atiku..."
586,officialABAT,2018-12-05 12:59:59+00:00,"12. ...Ask himthe direction he is going, he will answer “North, South, East and West at the same time.”"
587,officialABAT,2018-12-05 12:59:10+00:00,"11. Atiku was with the PDP, with us, with another party then back with the PDP. He is a political merry go round and carnival all by himself. Ask him which party he belong to you, he must ask you what “year is it” before he dare answer..."
588,officialABAT,2018-12-05 12:58:05+00:00,"10. To remind the people that in four years and with fewer resources, President Buhari has created a better foundation for Nigeria’s future than all the PDP governments combined. One Buhari is worth more than the three PDP presidents who preceded him."
589,officialABAT,2018-12-05 12:57:52+00:00,9. So why are we here? To remind the people of the 16 years of cold-hearted neglect suffered at the hands of successive PDP governments.
590,officialABAT,2018-12-05 12:56:41+00:00,"8. We cannot allow the county to fall back into their hands for that means the country will sink back into a darkness of injustice, corruption and avarice that bears nothing but ill for us all."
591,officialABAT,2018-12-05 12:56:29+00:00,"7. Every national problem became a friend to them that they used as an excuse to skim from the public purse.Nigeria has already sacrificed too many years to the party trademarked by Plunder, Destruction and Poverty."
592,officialABAT,2018-12-05 12:55:20+00:00,6. They created no jobs and the only opportunities they promoted were their plans for looting the national treasury. They failed to bring social welfare for the poor because they forgot all about the poor. There was no serious problem they resolved.
593,officialABAT,2018-12-05 12:54:27+00:00,5.  He fights the terrorists and is not afraid to tackle the hardest challenges of governance. The PDP and their candidate had vast money at their disposal and they did nothing with it during their 16-year reign of waste.
594,officialABAT,2018-12-05 12:53:47+00:00,4. Pres. Buhari is committed to building the necessary foundation for a prosperous nation and diversified economy that will provide employment and fair opportunity for all. He has no tolerance for corruption and is vigorously ridding the nation of this blemish on our reputation.
595,officialABAT,2018-12-05 12:52:45+00:00,"3. We are working for the same cause and are of the same family. Thus, it is only fitting and proper that we join in cooperation &amp; harmony so that we accomplish this important mission to the best of our ability, without confusion or internal strife."
596,officialABAT,2018-12-05 12:52:37+00:00,"2. Before going further, I commend the various groups working for President Buhari’s re-election for uniting under one umbrella, the National Committee of Buhari Support Groups."
597,officialABAT,2018-10-15 14:40:54+00:00,"Asiwaju Bola Tinubu seeing off the visiting and outgoing British High Commissioner to Nigeria, Sir Paul Thomas Arkwright CMG. He congratulates the High Commissioner for a successful tenure in Nigeria. https://t.co/wZK9RSQgNT"
598,officialABAT,2018-09-30 16:04:22+00:00,21. We walk into this primary strong and confidently believing in the right course we are to take. We shall emerge from this primary even stronger and more confident that we have taken that course by returning Lagos and our party to their finest path.
599,officialABAT,2018-09-30 16:03:49+00:00,20. ...He esteems it as a reliable and well-conceived vehicle for the future development of the state. He also knows the value of reaching out and working with others in order to maximize development and provide people the best leadership possible.
600,officialABAT,2018-09-30 16:03:11+00:00,"19. While possessing a wealth of experience and exposure, he is a young man endowed with superlative vision and commitment. Most importantly, he understands the importance of the blueprint for development..."
601,officialABAT,2018-09-30 16:02:51+00:00,"18. I am encouraged by the emergence of a candidate in this primary who has served the state in senior positions in my administration, the Fashola administration and even in the current one."
602,officialABAT,2018-09-30 16:01:55+00:00,"17. I make no pretence that the master plan is perfect. It can always be fine-tuned. However, whenever a government departed from this plan without compelling reason, the state and its people have borne the painful consequence of the improper departure."
603,officialABAT,2018-09-30 16:01:35+00:00,16. the homeowner who struggles to pay his fair share of taxes or as someone employed in the hard work of keeping our streets and byways clean so that others may go about their daily tasks unimpeded.
604,officialABAT,2018-09-30 16:01:27+00:00,"15. None was to be alienated. None was to be left out. And none were to be pushed aside. This is especially true for those who contributed so much to our development, whether as a business leader who has invested heavily in Lagos..."
605,officialABAT,2018-09-30 16:00:48+00:00,"14. From the common labourer, to business leaders, to professionals and our industrious civil service. We all were to be partners in a monumental but joint enterprise."
606,officialABAT,2018-09-30 15:59:53+00:00,"13.  Businesses, large and small, invested, hired millions of workers and thrived. All Lagosians were to fully participate and justly benefit from the social dividends and improvements wrought by this plan."
607,officialABAT,2018-09-30 15:59:04+00:00,"12. During my tenure and Governor Fashola’s, Lagos state recorded improvements in all aspects of our collective existence, from public health to public sanitation, from education to social services, from the administration of justice to the cleaning of storm and sewage drains."
608,officialABAT,2018-09-30 15:58:51+00:00,"11. The government of my immediate successor, Tunde Fashola, also honoured this enlightened plan. Where state government remained true to that blueprint, positive things happened."
609,officialABAT,2018-09-30 15:58:21+00:00,"10. Out of this collaborative effort, was born a master plan for economic development that would improve the daily lives of our people. Bestowed on me was the honour of a lifetime when I was elected to be your governor in 1999. My administration faithfully implemented that plan."
610,officialABAT,2018-09-30 15:57:45+00:00,"9. Roughly 20 years ago, a corps of dedicated and patriotic Lagosians, put aside personal interests and rivalries, to put their minds and best ideas together for the good of the state."
611,officialABAT,2018-09-30 15:57:31+00:00,"8. I would be remiss if I did not make a few observations regarding the primary. My goal is and shall always be a better Lagos. To this objective, I have dedicated the greater part of my public life."
612,officialABAT,2018-09-30 15:56:50+00:00,"7. As democracy would have it, you shall be the authors of the party’s nomination and hopefully our next state government. I trust in the wisdom of the people and will abide it. However, as a leader of the party and as a former governor of our beloved and excellent Lagos,"
